token,freq_total,n_derecha,n_izquierda,prop_derecha,feenberg_dominante,prop_instrumentalismo,prop_determinismo,prop_sustantivismo,prop_teoria_critica,construccion_dominante,narrativa_dominante,prop_instr_narrativa,prop_det_optimista,prop_det_pesimista,prop_solucionismo,prop_tecnopoder,dominio_dominante
gestos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,infraestructura
gimnasios,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
gira,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
glaciares,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,medio_ambiente
global,6,1,5,0.16666666666666666,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.16666666666666666,0.6666666666666666,0,0.16666666666666666,0,telecomunicaciones
globales,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
globalización,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
glucosa,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,energia
gnl,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLITICA,SOLUCIONISMO,0,0,0,1,0,NA
gobiernos,6,4,2,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,agricultura
goblab,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
goce,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,seguridad
golpeadas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,seguridad
golpeando,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
golpearnos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
gonzález,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
google,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
gorbea,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
gorros,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
gracias,12,1,11,0.08333333333333333,INSTRUMENTALISMO,0.9166666666666666,0,0,0.08333333333333333,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,economia
gradual,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
grafitis,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
grandes,14,8,6,0.5714285714285714,INSTRUMENTALISMO,0.9285714285714286,0,0,0.07142857142857142,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.14285714285714285,0.35714285714285715,0,0.5,0,economia
granja,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
gratis,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
gratuidad,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
gratuita,7,5,2,0.7142857142857143,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.14285714285714285,0.14285714285714285,0,0.7142857142857143,0,telecomunicaciones
gratuito,7,5,2,0.7142857142857143,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.14285714285714285,0,0.8571428571428571,0,telecomunicaciones
gratuitos,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
grave,4,2,2,0.5,INSTRUMENTALISMO,0.75,0,0,0.25,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.25,0.25,0,0.5,0,telecomunicaciones
graves,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
gravámenes,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
gregorio,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
gremios,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
grueso,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
grupo,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
grupos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
guadalupe,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
gubernamental,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
gubernamentales,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
guerra,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
guiar,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
gurar,1,0,1,0,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,general
guste,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
gusto,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
gutenberg,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
género,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
h1lenas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
h:m,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
haber,5,0,5,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0.4,0,0.6,0,medio_ambiente
habilidades,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
habilitado,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,educacion
habilitando,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,salud
habilitaremos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,educacion
habilitaron,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
habitabilidad,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,infraestructura
habitacionales,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
habitan,2,0,2,0,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
habitantes,3,1,2,0.3333333333333333,INSTRUMENTALISMO,0.6666666666666666,0,0,0.3333333333333333,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,telecomunicaciones
hablado,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
hablamos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
hablan,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
hablando,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,educacion
hablar,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,energia
hablarles,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
hablen,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
hablo,4,0,4,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
hace,19,3,16,0.15789473684210525,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.15789473684210525,0.10526315789473684,0,0.7368421052631579,0,economia
hacemos,5,0,5,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.6,0,0,0.4,0,ciencia_innovacion
hacen,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hacerlo,9,2,7,0.2222222222222222,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.1111111111111111,0.1111111111111111,0,0.7777777777777778,0,economia
hacernos,4,1,3,0.25,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,economia
hacia,25,11,14,0.44,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2,0.32,0,0.48,0,economia
haciendo,8,1,7,0.125,INSTRUMENTALISMO,0.875,0,0,0.125,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hacía,2,0,2,0,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,economia
haga,2,1,1,0.5,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
hagamos,2,0,2,0,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
hagan,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
haremos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
hará,6,4,2,0.6666666666666666,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
harán,3,3,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,ciencia_innovacion
hc:nialmente,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
hecha,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hecho,14,6,8,0.42857142857142855,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.07142857142857142,0.14285714285714285,0,0.7857142857142857,0,economia
hechos,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
hectáreas,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,agricultura
hemisferio,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
hermanos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
heroico,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
herramienta,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,general
herramientas,7,3,4,0.42857142857142855,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.42857142857142855,0,0.5714285714285714,0,ciencia_innovacion
hice,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
hicieron,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
hicimos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
hidrocarburos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
hidroelectricidad,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
hidroeléctrica,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
hidráulicos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
hidrógeno,6,0,6,0,INSTRUMENTALISMO,0.6666666666666666,0,0,0.3333333333333333,NINGUNO,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,medio_ambiente
higueras,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hijos,6,3,3,0.5,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.16666666666666666,0.5,0,0.3333333333333333,0,telecomunicaciones
hipertiroidismo,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,salud
historia,6,4,2,0.6666666666666666,INSTRUMENTALISMO,0.8333333333333334,0.16666666666666666,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.16666666666666666,0.16666666666666666,0,0.6666666666666666,0,economia
histórica,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
histórico,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,economia
históricos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
hito,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
hizo,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
hogar,8,5,3,0.625,INSTRUMENTALISMO,0.875,0.125,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.125,0.5,0,0.375,0,telecomunicaciones
hogares,11,7,4,0.6363636363636364,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2727272727272727,0.18181818181818182,0,0.5454545454545454,0,telecomunicaciones
hombres,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
honestidad,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
honorable,2,0,2,0,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
hora,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
horario,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,salud
horas,5,2,3,0.4,INSTRUMENTALISMO,0.8,0,0,0.2,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.4,0,0,0.6,0,telecomunicaciones
horizonte,3,1,2,0.3333333333333333,DETERMINISMO TECNOLÓGICO,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,economia
horizontes,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hornos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
hospital,9,7,2,0.7777777777777778,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.4444444444444444,0,0.5555555555555556,0,salud
hospitalario,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
hospitales,9,5,4,0.5555555555555556,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2222222222222222,0.2222222222222222,0,0.5555555555555556,0,salud
hospitalización,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
huachipato,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,industria
huara,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,NA
huasco,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,economia
huechuraba,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
huella,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,salud
huesos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,salud
humanidad,2,1,1,0.5,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
humanidades,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
humano,6,2,4,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0.16666666666666666,0,0.5,0,telecomunicaciones
humanos,10,4,6,0.4,INSTRUMENTALISMO,0.9,0.1,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3,0,0.7,0,seguridad
humboldt,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,general
humildad,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
hábitat,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
hábitats,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
héroes,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,general
híbridos,1,1,0,1,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
hídrico,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
hídricos,4,3,1,0.75,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.25,0,0.75,0,agricultura
i6n,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
iciónbisica,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
idea,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,ciencia_innovacion
ideas,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
identidad,3,2,1,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
identificación,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
identifique,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
ideológicas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
idioma,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
idiomas,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
ido,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
idootros,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
idos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
ign,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
ignoran,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
igor,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
igual,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
igualdad,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
igualmente,4,2,2,0.5,INSTRUMENTALISMO,0.75,0.25,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.25,0.25,0,0.5,0,ciencia_innovacion
iiio,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
